"id";"title";"slug";"author";"isbn";"publisher";"publication_year";"pages";"description";"cover_image";"user_id";"status";"created_at";"updated_at"
1;"One Punch Man Vol. 1";"one-punch-man-vol-1";"One";"";"Shueisha";2012;200;"Introduces Saitama, a hero who trained so hard he can defeat any enemy with one punch, leading to existential boredom and a search for a real challenge, all brought to life with Yusuke Murata's dynamic art, as he encounters monsters and eventually his cyborg disciple, Genos, setting up a superhero world full of strong but underwhelming heroes.";"books/2tUkj2lsaiIU3xSnqDjaKt3yqHrlR2ddF5kNUD7Y.png";1;"published";"2025-12-30 04:49:14";"2025-12-30 04:49:14"
